"value","lon","lat","geoAddress"
" Trader Joe's Amherst (536) 1565 Niagara Falls Blvd Buffalo, NY 14228 US ",-78.8212576,42.9980501,"1565 niagara falls blvd, buffalo, ny 14228, usa"
" Trader Joe's Colonie/Albany (535) 79 Wolf Rd Colonie, NY 12205 US ",-73.8120389,42.7141625,"79 wolf rd, colonie, ny 12205, usa"
" Trader Joe's Commack (551) 5900 Jericho Turnpike Commack, NY 11725 US ",-73.3074892,40.8403293,"5900 jericho turnpike, commack, ny 11725, usa"
" Trader Joe's Westbury (550) 910 Old Country Rd Garden City, NY 11530 US ",-73.6039002,40.7443902,"910 old country rd, garden city, ny 11530, usa"
" Trader Joe's Hartsdale (533) 215 N Central Ave Hartsdale, NY 10530 US ",-73.7934729,41.0255446,"215 n central ave, hartsdale, ny 10530, usa"
" Trader Joe's Hewlett (554) 1280 West Broadway Hewlett, NY 11557 US ",-73.7017203,40.6392018,"1280 w broadway, hewlett, ny 11557, usa"
" Trader Joe's Lake Grove (556) 2085 Smith Haven Plaza Lake Grove, NY 11755 US ",-73.1280967,40.8686356,"2085 smith haven plaza, lake grove, ny 11755, united states"
" Trader Joe's Larchmont (532) 1260 Boston Post Rd Larchmont, NY 10538 US ",-73.7464526,40.9383639,"1260 w boston post rd, larchmont, ny 10538, usa"
" Trader Joe's Merrick (553) 1714 Merrick Rd Merrick, NY 11566 US ",-73.5587687,40.6533623,"1714 merrick rd, merrick, ny 11566, usa"
" Trader Joe's 72Nd & Broadway (542) 2073 Broadway New York, NY 10023 US ",-73.9823665,40.7785955,"2073 broadway, new york, ny 10023, usa"
" Trader Joe's Chelsea (543) 675 6th Ave New York, NY 10010 US ",-73.9941211,40.7420901,"675 6th ave, new york, ny 10010, usa"
" Trader Joe's Essex Crossing (538) 400 Grand St. (Cellar) New York, NY 10002 US ",-73.9867718,40.7164903,"cellar, 400 grand st, new york, ny 10002, usa"
" Trader Joe's New York - Murray Hill (544) 200 E 32nd St New York, NY 10016 US ",-73.9790839,40.7439882,"200 e 32nd st, new york, ny 10016, usa"
" Trader Joe's Soho (539) 233 Spring Street New York, NY 10013 US ",-74.00508,40.7258226,"233 spring st, new york, ny 10013, usa"
" Trader Joe's Union Square - Grocery Store (540) 142 E 14th St New York, NY 10003 US ",-73.9878966,40.733371,"142 e 14th st, new york, ny 10003, usa"
" Trader Joe's Union Square - Wine Store (541) 138 E 14th St New York, NY 10003 US ",-73.988403,40.733605,"138 e 14th st, new york, ny 10003, usa"
" Trader Joe's Upper West Side (545) 670 Columbus Ave New York, NY 10025 US ",-73.9695098,40.7907104,"670 columbus ave, new york, ny 10025, usa"
" Trader Joe's Oceanside (552) 3418 Long Beach Rd Oceanside, NY 11572 US ",-73.6411019,40.6268133,"3418 long beach rd, oceanside, ny 11572, usa"
" Trader Joe's Plainview (555) 425 S Oyster Bay Rd Plainview, NY 11803 US ",-73.5015006,40.7817125,"425 s oyster bay rd, plainview, ny 11803, usa"
" Trader Joe's Queens (557) 9030 Metropolitan Ave Rego Park, NY 11374 US ",-73.8582626,40.710916,"9030 metropolitan ave, rego park, ny 11374, usa"
" Trader Joe's Rochester (534) 3349 Monroe Ave Rochester, NY 14618 US ",-77.5402745,43.102581,"3349 monroe ave, rochester, ny 14618, usa"
" Trader Joe's Scarsdale (531) 727 White Plains Rd Scarsdale, NY 10583 US ",-73.80487,40.9723375,"727 white plains rd, scarsdale, ny 10583, usa"
" Trader Joe's Staten Island (559) 2385 Richmond Ave Staten Island, NY 10314 US ",-74.1657412,40.5896623,"2385 richmond ave, staten island, ny 10314, usa"
" Trader Joe's Syracuse (537) 3422 Erie Blvd E Syracuse, NY 13214 US ",-76.0706463,43.0462423,"3422 erie blvd e, syracuse, ny 13214, usa"
" Trader Joe's Kenwood (669) 7788 Montgomery Rd Cincinnati, OH 45236 US ",-84.3817041,39.1973262,"7788 montgomery rd, cincinnati, oh 45236, usa"
" Trader Joe's Columbus (679) 3888 Townsfair Way Columbus, OH 43219 US ",-82.9180099,40.0493003,"3888 townsfair way, columbus, oh 43219, usa"
" Trader Joe's Dublin (672) 6355 Sawmill Rd Dublin, OH 43017 US ",-83.0930892,40.0965045,"6355 sawmill rd, dublin, oh 43017, usa"
" Trader Joe's Kettering (673) 328 East Stroop Rd Kettering, OH 45429 US ",-84.1662778,39.6884356,"328 e stroop rd, kettering, oh 45429, usa"
" Trader Joe's Westlake (677) 175 Market St Westlake, OH 44145 US ",-81.9512978,41.4567923,"175 market st, westlake, oh 44145, usa"
" Trader Joe's Woodmere (676) 28425 Chagrin Blvd Woodmere, OH 44122 US ",-81.479131,41.4633069,"28425 chagrin blvd, woodmere, oh 44122, usa"
" Trader Joe's Oklahoma City - Nichols Hills (461) 6409 Avondale Dr Nichols Hills, OK 73116 US ",-97.5310595,35.5376946,"6409 avondale dr, nichols hills, ok 73116, usa"
" Trader Joe's Tulsa (460) 3702 S Peoria Ave Tulsa, OK 74105 US ",-95.975934,36.1096067,"3702 s peoria ave, tulsa, ok 74105, usa"
" Trader Joe's Beaverton (141) 11753 SW Beaverton Hillsdale Hwy Beaverton, OR 97005 US ",-122.7976043,45.4879718,"11753 sw beaverton hillsdale hwy, beaverton, or 97005, usa"
" Trader Joe's Bend (150) 63455 N Hwy 97 Bend, OR 97701 US ",-121.3022456,44.1011493,"63455 n hwy 97, bend, or 97701, usa"
" Trader Joe's Clackamas (152) 9345 SE 82nd Ave Clackamas, OR 97086 US ",-122.5807379,45.4558588,"9345 se 82nd ave, southgate, or 97086, usa"
" Trader Joe's Corvallis (154) 1550 NW 9th St Corvallis, OR 97330 US ",-123.2599744,44.5822604,"1550 nw 9th st ste 100, corvallis, or 97330, usa"
" Trader Joe's Eugene (145) 85 Oakway Center Eugene, OR 97401 US ",-123.0752647,44.0662723,"85 oakway center, eugene, or 97401, usa"
" Trader Joe's Hillsboro (149) 2285 NW 185th Ave Hillsboro, OR 97124 US ",-122.8696106,45.5366231,"2285 nw 185th ave, hillsboro, or 97124, usa"
" Trader Joe's Lake Oswego (142) 15391 SW Bangy Rd Lake Oswego, OR 97035 US ",-122.7432923,45.4138108,"15391 sw, bangy rd, lake oswego, or 97035, united states"
" Trader Joe's Medford (155) 55 Rossanley Dr Medford, OR 97501 US ",-122.8819376,42.3435965,"55 rossanley dr, medford, or 97501, usa"
" Trader Joe's Portland - Hollywood (144) 4121 NE Halsey St Portland, OR 97232 US ",-122.6208153,45.5347161,"4121 ne halsey st, portland, or 97232, usa"
" Trader Joe's Portland Nw (146) 2122 NW Glisan St Portland, OR 97210 US ",-122.6951618,45.5261013,"2122 nw glisan st, portland, or 97210, usa"
" Trader Joe's Portland Se (143) 4715 SE Cesar Chavez Blvd Portland, OR 97202 US ",-122.6235486,45.4888244,"4715 se cesar estrada chavez blvd, portland, or 97202, usa"
" Trader Joe's Salem (153) 4450 Commercial St SE Salem, OR 97302 US ",-123.0325549,44.8896067,"4450 commercial st se, salem, or 97302, usa"
" Trader Joe's Ardmore (635) 112 Coulter Ave Ardmore, PA 19003 US ",-75.2865954,40.0072791,"112 coulter ave, ardmore, pa 19003, usa"
" Trader Joe's Jenkintown (633) 933 Old York Rd Jenkintown, PA 19046 US ",-75.1221983,40.1084083,"933 old york rd, jenkintown, pa 19046, usa"
" Trader Joe's Media (637) 12 E State St Media, PA 19063 US ",-75.3888998,39.9175588,"12 e state st, media, pa 19063, usa"
" Trader Joe's North Wales (639) 1460 Bethlehem Pike North Wales, PA 19454 US ",-75.2235665,40.207844,"1460 bethlehem pike, north wales, pa 19454, usa"
" Trader Joe's Philadelphia - Center City (634) 2121 Market St Philadelphia, PA 19103 US ",-75.1759702,39.9541809,"2121 market st, philadelphia, pa 19103, usa"
" Trader Joe's Pittsburgh (638) 6343 Penn Ave Pittsburgh, PA 15206 US ",-79.9191827,40.4592363,"6343 penn ave, pittsburgh, pa 15206, usa"
" Trader Joe's Pittsburgh North Hills (624) 9020 Covenant Ave Pittsburgh, PA 15237 US ",-80.0223146,40.5704092,"9020 covenant ave, pittsburgh, pa 15237, usa"
" Trader Joe's Pittsburgh - South Hills (630) 1630 Washington Rd Pittsburgh, PA 15241 US ",-80.0517205,40.3513544,"1630 washington rd, pittsburgh, pa 15241, usa"
" Trader Joe's State College (629) 243 Patriot Lane State College, PA 16803 US ",-77.9022379,40.8103369,"243 patriot ln, state college, pa 16803, usa"
" Trader Joe's Wayne (632) 171 E Swedesford Rd Wayne, PA 19087 US ",-75.4336403,40.0734346,"171 e swedesford rd, wayne, pa 19087, usa"
" Trader Joe's Warwick (518) 1000 Bald Hill Rd Warwick, RI 02886 US ",-71.4877458,41.7122422,"1000 bald hill rd, warwick, ri 02886, usa"
" Trader Joe's Columbia (753) 4516 Forest Drive Columbia, SC 29206 US ",-80.9726801,34.0200278,"4516 forest dr, columbia, sc 29206, usa"
" Trader Joe's Greenville (751) 59 Woodruff Industrial Ln Greenville, SC 29607 US ",-82.3056746,34.8290454,"59 woodruff industrial ln, greenville, sc 29607, usa"
" Trader Joe's Mt. Pleasant (752) 401 Johnnie Dodds Blvd Mt. Pleasant, SC 29464 US ",-79.8871696,32.8047946,"401 johnnie dodds blvd, mt pleasant, sc 29464, usa"
" Trader Joe's Germantown (738) 2130 Exeter Rd. Germantown, TN 38138 US ",-89.8011737,35.0907799,"2130 exeter rd ste 101, germantown, tn 38138, usa"
" Trader Joe's Knoxville (663) 8001 Kingston Pike Knoxville, TN 37919 US ",-84.0459828,35.9271838,"8001 kingston pike, knoxville, tn 37919, usa"
" Trader Joe's Nashville (664) 3909 Hillsboro Pike Nashville, TN 37215 US ",-86.815626,36.1050835,"3909 hillsboro pike, nashville, tn 37215, usa"
" Trader Joe's Austin - Northwest (454) 9722 Great Hills Trail Austin, TX 78759 US ",-97.7517712,30.3955849,"9722 great hills trail ste 200, austin, tx 78759, usa"
" Trader Joe's Austin - Rollingwood (453) 2805 Bee Cave Rd Austin, TX 78746 US ",-97.7898114,30.2701339,"2805 bee caves rd, austin, tx 78746, usa"
" Trader Joe's Austin - Seaholm (452) 211 Walter Seaholm Dr, Ste 100 Austin, TX 78701 US ",-97.7527899,30.2674966,"211 walter seaholm dr ste 100, austin, tx 78701, usa"
" Trader Joe's Dallas Far North (407) 14856 Preston Rd Dallas, TX 75254 US ",-96.8028234,32.9508704,"14856 preston rd, dallas, tx 75254, usa"
" Trader Joe's Dallas Knox (400) 4525 Cole Ave Dallas, TX 75205 US ",-96.789751,32.822539,"4525 cole ave, dallas, tx 75205, usa"
" Trader Joe's Dallas - Lower Greenville (403) 2001 Greenville Ave Dallas, TX 75206 US ",-96.770559,32.8148346,"2001 greenville ave, dallas, tx 75206, usa"
" Trader Joe's Dallas North (401) 7939 Walnut Hill Lane Dallas, TX 75230 US ",-96.7722808,32.8805703,"7939 walnut hill ln, dallas, tx 75230, usa"
" Trader Joe's Dallas West (405) 5550 W Lovers Lane Dallas, TX 75209 US ",-96.8183033,32.8506249,"5550 w lovers ln ste 168, dallas, tx 75209, usa"
" Trader Joe's Fort Worth (404) 2701 S Hulen St Fort Worth, TX 76109 US ",-97.3851284,32.7119773,"2701 s hulen st, fort worth, tx 76109, usa"
" Trader Joe's Houston - Alabama Theater (426) 2922 S Shepherd Drive Houston, TX 77098 US ",-95.4113227,29.7392113,"2922 s shepherd dr, houston, tx 77098, usa"
" Trader Joe's Houston - Memorial Area (427) 1440 South Voss Road Houston, TX 77057 US ",-95.5016658,29.7527195,"1440 s voss rd, houston, tx 77057, usa"
" Trader Joe's Houston - West (431) 11683 Westheimer Rd Houston, TX 77077 US ",-95.5824872,29.7354063,"11683 westheimer rd, houston, tx 77077, usa"
" Trader Joe's Katy (Cinco Ranch) (429) 2717 Commercial Center Blvd Katy, TX 77494 US ",-95.7748374,29.7403352,"2717 commercial center blvd, katy, tx 77494, usa"
" Trader Joe's McKinney (408) 2851 Craig Dr Ste 100 McKinney, TX 75070 US ",-96.6428744,33.1736968,"2851 craig dr ste 100, mckinney, tx 75070, usa"
" Trader Joe's Plano (402) 2400 Preston Rd Plano, TX 75093 US ",-96.7928213,33.029232,"2400 preston rd ste 200, plano, tx 75093, usa"
" Trader Joe's San Antonio (451) 350 East Basse Road San Antonio, TX 78209 US ",-98.4780302,29.496703,"350 e basse rd, san antonio, tx 78209, usa"
" Trader Joe's San Antonio - Sonterra Village (455) 403 N Loop 1604 W San Antonio, TX 78232 US ",-98.499373,29.6095612,"403 n loop 1604 w, san antonio, tx 78232, usa"
" Trader Joe's Southlake (406) 1492 E Southlake Blvd Southlake, TX 76092 US ",-97.1294179,32.9413307,"1492 e southlake blvd, southlake, tx 76092, usa"
" Trader Joe's The Woodlands (428) 10868 Kuykendahl Road The Woodlands, TX 77381 US ",-95.5353996,30.1755966,"10868 kuykendahl rd, the woodlands, tx 77381, usa"
" Trader Joe's Cottonwood Heights (351) 6989 S 1300 E Cottonwood Heights, UT 84047 US ",-111.8537251,40.6241078,"6989 1300 e, cottonwood heights, ut 84047, usa"
" Trader Joe's Orem (352) 440 East Park Avenue Orem, UT 84097 US ",-111.6852582,40.2762516,"440 e park avenue, orem, ut 84097, usa"
" Trader Joe's Salt Lake City (350) 634 East 400 South Salt Lake City, UT 84102 US ",-111.8726019,40.7596686,"634 e 400 s, salt lake city, ut 84102, usa"
" Trader Joe's Alexandria (647) 612 N Saint Asaph St Alexandria, VA 22314 US ",-77.0447925,38.8107825,"612 n st asaph st, alexandria, va 22314, usa"
" Trader Joe's Arlington - Clarendon (640) 1109 N Highland St Arlington, VA 22201 US ",-77.094641,38.886684,"1109 n highland st, arlington, va 22201, usa"
" Trader Joe's Ashburn (619) 44755 Brimfield Dr Ashburn, VA 20147 US ",-77.452729,39.0503773,"44755 brimfield dr, ashburn, va 20147, usa"
" Trader Joe's Bailey's Crossroads (644) 5847 Leesburg Pike Bailey's Crossroads, VA 22041 US ",-77.1327867,38.8510336,"5847 leesburg pike, bailey's crossroads, va 22041, usa"
" Trader Joe's Centreville (654) 14100 Lee Hwy Centreville, VA 20120 US ",-77.4327704,38.8404178,"14100 lee hwy, centreville, va 20120, usa"
" Trader Joe's Charlottesville (661) 2025 Bond St. Charlottesville, VA 22901 US ",-78.491488,38.0629829,"2025 bond st, charlottesville, va 22901, usa"
" Trader Joe's Fairfax (643) 9464 Main St Fairfax, VA 22031 US ",-77.2703726,38.8427152,"9464 main st, fairfax, va 22031, usa"
" Trader Joe's Falls Church - Tyson's Station (641) 7514 Leesburg Turnpike Falls Church, VA 22043 US ",-77.2036932,38.9043526,"7514 leesburg pike, falls church, va 22043, usa"
" Trader Joe's Richmond/Short Pump (659) 11331 W Broad St Glen Allen, VA 23060 US ",-77.6068018,37.6488915,"11331 w broad st, glen allen, va 23060, usa"
" Trader Joe's Newport News (656) 12551 Jefferson Ave Newport News, VA 23602 US ",-76.5164768,37.1309371,"12551 jefferson ave, newport news, va 23602, usa"
" Trader Joe's Reston (646) 11958 Killingsworth Ave Reston, VA 20194 US ",-77.3590466,38.9672395,"11958 killingsworth ave, reston, va 20194, usa"
" Trader Joe's Springfield (651) 6394 Springfield Plaza Springfield, VA 22150 US ",-77.1894869,38.7814549,"6394 springfield plaza, springfield, va 22150, usa"
" Trader Joe's Virginia Beach (660) 503 Hilltop Plaza Virginia Beach, VA 23454 US ",-76.0247752,36.8486112,"503 hilltop plaza, virginia beach, va 23454, usa"
" Trader Joe's Williamsburg (657) 5000 Settlers Market Blvd Williamsburg, VA 23188 US ",-76.7477849,37.2771346,"5000 settlers market blvd, williamsburg, va 23188, usa"
" Trader Joe's South Burlington (527) 200 Dorset St South Burlington, VT 05403 US ",-73.1803986,44.4636358,"200 dorset st, south burlington, vt 05403, usa"
" Trader Joe's Bellevue (131) 15563 NE 24th St Bellevue, WA 98007 US ",-122.1334288,47.6307602,"15563 ne 24th st, bellevue, wa 98007, usa"
" Trader Joe's Bellevue (162) 416 116th Ave NE Bellevue, WA 98004 US ",-122.1849339,47.6133317,"416 116th ave ne, bellevue, wa 98004, usa"
" Trader Joe's Bellingham (151) 2410 James St Bellingham, WA 98225 US ",-122.4639239,48.762126,"2410 james st, bellingham, wa 98225, usa"
" Trader Joe's Burien (133) 15868 1st Ave S Burien, WA 98148 US ",-122.3313909,47.460074,"15868 1st ave s, burien, wa 98148, usa"
" Trader Joe's Everett (139) 811 SE Everett Mall Way Everett, WA 98208 US ",-122.2213893,47.9107208,"811 se everett mall way, everett, wa 98208, usa"
" Trader Joe's Federal Way (134) 1758 S 320th St Federal Way, WA 98003 US ",-122.3109368,47.3169255,"1758 s 320th st, federal way, wa 98003, usa"
" Trader Joe's Issaquah (138) 975 NW Gilman Blvd Issaquah, WA 98027 US ",-122.0522338,47.5439867,"975 nw gilman blvd, issaquah, wa 98027, usa"
" Trader Joe's Kent (163) 12966 SE Kent-Kangley Rd Kent, WA 98030 US ",-122.1661279,47.3601846,"12966 se kent-kangley rd, kent, wa 98030, usa"
" Trader Joe's Kirkland (132) 12520 Totem Lake Blvd NE Kirkland, WA 98034 US ",-122.1799863,47.7114517,"12520 totem lake blvd ne ste 116, kirkland, wa 98034, usa"
" Trader Joe's Lynnwood (129) 19715 Highway 99 Lynnwood, WA 98036 US ",-122.3138165,47.8195294,"19715 hwy 99 ste 101, lynnwood, wa 98036, usa"
" Trader Joe's Olympia (156) 1530 Black Lake Blvd SW Olympia, WA 98502 US ",-122.9376002,47.0332617,"1530 black lake blvd sw, olympia, wa 98502, usa"
" Trader Joe's Redmond (140) 15932 Redmond Way Redmond, WA 98052 US ",-122.1279924,47.675818,"15932 redmond way, redmond, wa 98052, usa"
" Trader Joe's Sammamish (160) 490 228th Ave NE Sammamish, WA 98074 US ",-122.0338824,47.613851,"490 228th ave ne, sammamish, wa 98074, usa"
" Trader Joe's Ballard (147) 4609 14th Ave NW Seattle, WA 98107 US ",-122.3742472,47.6626139,"4609 14th ave nw, seattle, wa 98107, usa"
" Trader Joe's Seattle - Capitol Hill (130) 1700 Madison St Seattle, WA 98122 US ",-122.3097028,47.6160063,"1700 e madison st, seattle, wa 98122, usa"
" Trader Joe's Seattle - Queen Hill (135) 1916 Queen Anne Ave N Seattle, WA 98109 US ",-122.3566656,47.6369841,"1916 queen anne ave n, seattle, wa 98109, usa"
" Trader Joe's Seattle - U District (137) 4555 Roosevelt Way NE Seattle, WA 98105 US ",-122.3177437,47.6626855,"4555 roosevelt way ne, seattle, wa 98105, usa"
" Trader Joe's West Seattle (157) 4545 Fauntleroy Way SW Seattle, WA 98116 US ",-122.3810293,47.5619296,"4545 fauntleroy way sw, seattle, wa 98116, usa"
" Trader Joe's Shoreline (270) 1201 N 175th St Shoreline, WA 98133 US ",-122.3433056,47.7549148,"1201 n 175th st, shoreline, wa 98133, usa"
" Trader Joe's Silverdale (158) 9991 Mickelberry Rd Silverdale, WA 98383 US ",-122.6831633,47.6554254,"9991 mickelberry rd, silverdale, wa 98383, usa"
" Trader Joe's Spokane (159) 2975 East 29th Ave Spokane, WA 99223 US ",-117.3666428,47.6289661,"2975 e 29th ave, spokane, wa 99223, usa"
" Trader Joe's Spokane N (164) 5520 N Division St Spokane, WA 99208 US ",-117.409345,47.7088497,"5520 n division st, spokane, wa 99208, usa"
" Trader Joe's University Place (148) 3800 Bridgeport Way W University Place, WA 98466 US ",-122.5381783,47.2230636,"3800 bridgeport way w, university place, wa 98466, usa"
" Trader Joe's Vancouver (136) 305 SE Chkalov Dr Vancouver, WA 98683 US ",-122.5534494,45.6197265,"305 se chkalov dr, vancouver, wa 98683, usa"
" Trader Joe's Brookfield (726) 12665 W. Bluemound Rd Brookfield, WI 53005 US ",-88.0701501,43.0356775,"12665 w bluemound rd, brookfield, wi 53005, usa"
" Trader Joe's Madison (712) 1810 Monroe St Madison, WI 53711 US ",-89.4175436,43.0649866,"1810 monroe st, madison, wi 53711, usa"
" Trader Joe's Glendale (711) 5600 N Port Washington Rd Milwaukee, WI 53217 US ",-87.9162927,43.1189323,"5600 n port washington rd, milwaukee, wi 53217, usa"
